Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
2/1/2021,COD,105000000,Kinshasa,Nsele,projected,8/1/2021,12/31/2021,3,23010,0.1
2/1/2021,COD,105000000,Kinshasa,Nsele,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Nsele,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Selembao,current,2/1/2021,7/31/2021,all,805747,1
2/1/2021,COD,105000000,Kinshasa,Selembao,current,2/1/2021,7/31/2021,3+,80575,0.1
2/1/2021,COD,105000000,Kinshasa,Selembao,current,2/1/2021,7/31/2021,1,282011,0.35
2/1/2021,COD,105000000,Kinshasa,Selembao,current,2/1/2021,7/31/2021,2,443161,0.55
2/1/2021,COD,105000000,Kinshasa,Selembao,current,2/1/2021,7/31/2021,3,80575,0.1
2/1/2021,COD,105000000,Kinshasa,Selembao,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Selembao,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Selembao,projected,8/1/2021,12/31/2021,all,805747,1
2/1/2021,COD,105000000,Kinshasa,Selembao,projected,8/1/2021,12/31/2021,3+,80575,0.1
2/1/2021,COD,105000000,Kinshasa,Selembao,projected,8/1/2021,12/31/2021,1,282011,0.35
2/1/2021,COD,105000000,Kinshasa,Selembao,projected,8/1/2021,12/31/2021,2,443161,0.55
2/1/2021,COD,105000000,Kinshasa,Selembao,projected,8/1/2021,12/31/2021,3,80575,0.1
2/1/2021,COD,105000000,Kinshasa,Selembao,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Selembao,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,current,2/1/2021,7/31/2021,all,237622,1
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,current,2/1/2021,7/31/2021,3+,11881,0.05
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,current,2/1/2021,7/31/2021,1,118811,0.5
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,current,2/1/2021,7/31/2021,2,106930,0.45
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,current,2/1/2021,7/31/2021,3,11881,0.05
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,projected,8/1/2021,12/31/2021,all,237622,1
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,projected,8/1/2021,12/31/2021,3+,7129,0.03
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,projected,8/1/2021,12/31/2021,1,123563,0.52
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,projected,8/1/2021,12/31/2021,2,106930,0.45
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,projected,8/1/2021,12/31/2021,3,7129,0.03
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Bandalungwa,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,current,2/1/2021,7/31/2021,all,511767,1
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,current,2/1/2021,7/31/2021,3+,25588,0.05
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,current,2/1/2021,7/31/2021,1,332649,0.65
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,current,2/1/2021,7/31/2021,2,153530,0.3
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,current,2/1/2021,7/31/2021,3,25588,0.05
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,projected,8/1/2021,12/31/2021,all,511767,1
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,projected,8/1/2021,12/31/2021,3+,25588,0.05
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,projected,8/1/2021,12/31/2021,1,332649,0.65
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,projected,8/1/2021,12/31/2021,2,153530,0.3
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,projected,8/1/2021,12/31/2021,3,25588,0.05
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Mont ngafula,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Barumbu,current,2/1/2021,7/31/2021,all,198590,1
2/1/2021,COD,105000000,Kinshasa,Barumbu,current,2/1/2021,7/31/2021,3+,29789,0.15
2/1/2021,COD,105000000,Kinshasa,Barumbu,current,2/1/2021,7/31/2021,1,89366,0.45
2/1/2021,COD,105000000,Kinshasa,Barumbu,current,2/1/2021,7/31/2021,2,79436,0.4
2/1/2021,COD,105000000,Kinshasa,Barumbu,current,2/1/2021,7/31/2021,3,29789,0.15
2/1/2021,COD,105000000,Kinshasa,Barumbu,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Barumbu,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Barumbu,projected,8/1/2021,12/31/2021,all,198590,1
2/1/2021,COD,105000000,Kinshasa,Barumbu,projected,8/1/2021,12/31/2021,3+,29789,0.15
2/1/2021,COD,105000000,Kinshasa,Barumbu,projected,8/1/2021,12/31/2021,1,89366,0.45
2/1/2021,COD,105000000,Kinshasa,Barumbu,projected,8/1/2021,12/31/2021,2,79436,0.4
2/1/2021,COD,105000000,Kinshasa,Barumbu,projected,8/1/2021,12/31/2021,3,29789,0.15
2/1/2021,COD,105000000,Kinshasa,Barumbu,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Barumbu,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Gombe,current,2/1/2021,7/31/2021,all,116530,1
2/1/2021,COD,105000000,Kinshasa,Gombe,current,2/1/2021,7/31/2021,3+,5827,0.05
2/1/2021,COD,105000000,Kinshasa,Gombe,current,2/1/2021,7/31/2021,1,99051,0.85
2/1/2021,COD,105000000,Kinshasa,Gombe,current,2/1/2021,7/31/2021,2,11653,0.1
2/1/2021,COD,105000000,Kinshasa,Gombe,current,2/1/2021,7/31/2021,3,5827,0.05
2/1/2021,COD,105000000,Kinshasa,Gombe,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Gombe,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Gombe,projected,8/1/2021,12/31/2021,all,116530,1
2/1/2021,COD,105000000,Kinshasa,Gombe,projected,8/1/2021,12/31/2021,3+,0,0
2/1/2021,COD,105000000,Kinshasa,Gombe,projected,8/1/2021,12/31/2021,1,99051,0.85
2/1/2021,COD,105000000,Kinshasa,Gombe,projected,8/1/2021,12/31/2021,2,17480,0.15
2/1/2021,COD,105000000,Kinshasa,Gombe,projected,8/1/2021,12/31/2021,3,0,0
2/1/2021,COD,105000000,Kinshasa,Gombe,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Gombe,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Limete,current,2/1/2021,7/31/2021,all,519676,1
2/1/2021,COD,105000000,Kinshasa,Limete,current,2/1/2021,7/31/2021,3+,25984,0.05
2/1/2021,COD,105000000,Kinshasa,Limete,current,2/1/2021,7/31/2021,1,311806,0.6
2/1/2021,COD,105000000,Kinshasa,Limete,current,2/1/2021,7/31/2021,2,181887,0.35
2/1/2021,COD,105000000,Kinshasa,Limete,current,2/1/2021,7/31/2021,3,25984,0.05
2/1/2021,COD,105000000,Kinshasa,Limete,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Limete,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Limete,projected,8/1/2021,12/31/2021,all,519676,1
2/1/2021,COD,105000000,Kinshasa,Limete,projected,8/1/2021,12/31/2021,3+,25984,0.05
2/1/2021,COD,105000000,Kinshasa,Limete,projected,8/1/2021,12/31/2021,1,311806,0.6
2/1/2021,COD,105000000,Kinshasa,Limete,projected,8/1/2021,12/31/2021,2,181887,0.35
2/1/2021,COD,105000000,Kinshasa,Limete,projected,8/1/2021,12/31/2021,3,25984,0.05
2/1/2021,COD,105000000,Kinshasa,Limete,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Limete,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Maluku,current,2/1/2021,7/31/2021,all,321316,1
2/1/2021,COD,105000000,Kinshasa,Maluku,current,2/1/2021,7/31/2021,3+,48197,0.15
2/1/2021,COD,105000000,Kinshasa,Maluku,current,2/1/2021,7/31/2021,1,128526,0.4
2/1/2021,COD,105000000,Kinshasa,Maluku,current,2/1/2021,7/31/2021,2,144592,0.45
2/1/2021,COD,105000000,Kinshasa,Maluku,current,2/1/2021,7/31/2021,3,48197,0.15
2/1/2021,COD,105000000,Kinshasa,Maluku,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Maluku,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Maluku,projected,8/1/2021,12/31/2021,all,321316,1
2/1/2021,COD,105000000,Kinshasa,Maluku,projected,8/1/2021,12/31/2021,3+,48197,0.15
2/1/2021,COD,105000000,Kinshasa,Maluku,projected,8/1/2021,12/31/2021,1,128526,0.4
2/1/2021,COD,105000000,Kinshasa,Maluku,projected,8/1/2021,12/31/2021,2,144592,0.45
2/1/2021,COD,105000000,Kinshasa,Maluku,projected,8/1/2021,12/31/2021,3,48197,0.15
2/1/2021,COD,105000000,Kinshasa,Maluku,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Maluku,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Lemba,current,2/1/2021,7/31/2021,all,421092,1
2/1/2021,COD,105000000,Kinshasa,Lemba,current,2/1/2021,7/31/2021,3+,21055,0.05
2/1/2021,COD,105000000,Kinshasa,Lemba,current,2/1/2021,7/31/2021,1,252655,0.6
2/1/2021,COD,105000000,Kinshasa,Lemba,current,2/1/2021,7/31/2021,2,147382,0.35
2/1/2021,COD,105000000,Kinshasa,Lemba,current,2/1/2021,7/31/2021,3,21055,0.05
2/1/2021,COD,105000000,Kinshasa,Lemba,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Lemba,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Lemba,projected,8/1/2021,12/31/2021,all,421092,1
2/1/2021,COD,105000000,Kinshasa,Lemba,projected,8/1/2021,12/31/2021,3+,21055,0.05
2/1/2021,COD,105000000,Kinshasa,Lemba,projected,8/1/2021,12/31/2021,1,252655,0.6
2/1/2021,COD,105000000,Kinshasa,Lemba,projected,8/1/2021,12/31/2021,2,147382,0.35
2/1/2021,COD,105000000,Kinshasa,Lemba,projected,8/1/2021,12/31/2021,3,21055,0.05
2/1/2021,COD,105000000,Kinshasa,Lemba,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Lemba,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Lingwala,current,2/1/2021,7/31/2021,all,279640,1
2/1/2021,COD,105000000,Kinshasa,Lingwala,current,2/1/2021,7/31/2021,3+,27964,0.1
2/1/2021,COD,105000000,Kinshasa,Lingwala,current,2/1/2021,7/31/2021,1,83892,0.3
2/1/2021,COD,105000000,Kinshasa,Lingwala,current,2/1/2021,7/31/2021,2,167784,0.6
2/1/2021,COD,105000000,Kinshasa,Lingwala,current,2/1/2021,7/31/2021,3,27964,0.1
2/1/2021,COD,105000000,Kinshasa,Lingwala,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Lingwala,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Lingwala,projected,8/1/2021,12/31/2021,all,279640,1
2/1/2021,COD,105000000,Kinshasa,Lingwala,projected,8/1/2021,12/31/2021,3+,13982,0.05
2/1/2021,COD,105000000,Kinshasa,Lingwala,projected,8/1/2021,12/31/2021,1,83892,0.3
2/1/2021,COD,105000000,Kinshasa,Lingwala,projected,8/1/2021,12/31/2021,2,181766,0.65
2/1/2021,COD,105000000,Kinshasa,Lingwala,projected,8/1/2021,12/31/2021,3,13982,0.05
2/1/2021,COD,105000000,Kinshasa,Lingwala,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Lingwala,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Kalamu,current,2/1/2021,7/31/2021,all,360966,1
2/1/2021,COD,105000000,Kinshasa,Kalamu,current,2/1/2021,7/31/2021,3+,0,0
2/1/2021,COD,105000000,Kinshasa,Kalamu,current,2/1/2021,7/31/2021,1,72193,0.2
2/1/2021,COD,105000000,Kinshasa,Kalamu,current,2/1/2021,7/31/2021,2,288773,0.8
2/1/2021,COD,105000000,Kinshasa,Kalamu,current,2/1/2021,7/31/2021,3,0,0
2/1/2021,COD,105000000,Kinshasa,Kalamu,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Kalamu,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Kalamu,projected,8/1/2021,12/31/2021,all,360966,1
2/1/2021,COD,105000000,Kinshasa,Kalamu,projected,8/1/2021,12/31/2021,3+,18048,0.05
2/1/2021,COD,105000000,Kinshasa,Kalamu,projected,8/1/2021,12/31/2021,1,288773,0.8
2/1/2021,COD,105000000,Kinshasa,Kalamu,projected,8/1/2021,12/31/2021,2,54145,0.15
2/1/2021,COD,105000000,Kinshasa,Kalamu,projected,8/1/2021,12/31/2021,3,18048,0.05
2/1/2021,COD,105000000,Kinshasa,Kalamu,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Kalamu,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,current,2/1/2021,7/31/2021,all,173738,1
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,current,2/1/2021,7/31/2021,3+,8687,0.05
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,current,2/1/2021,7/31/2021,1,138990,0.8
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,current,2/1/2021,7/31/2021,2,26061,0.15
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,current,2/1/2021,7/31/2021,3,8687,0.05
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,projected,8/1/2021,12/31/2021,all,173738,1
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,projected,8/1/2021,12/31/2021,3+,8687,0.05
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,projected,8/1/2021,12/31/2021,1,130304,0.75
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,projected,8/1/2021,12/31/2021,2,34748,0.2
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,projected,8/1/2021,12/31/2021,3,8687,0.05
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Kasa vubu,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Ngaliema,current,2/1/2021,7/31/2021,all,1014419,1
2/1/2021,COD,105000000,Kinshasa,Ngaliema,current,2/1/2021,7/31/2021,3+,202884,0.2
2/1/2021,COD,105000000,Kinshasa,Ngaliema,current,2/1/2021,7/31/2021,1,355047,0.35
2/1/2021,COD,105000000,Kinshasa,Ngaliema,current,2/1/2021,7/31/2021,2,456489,0.45
2/1/2021,COD,105000000,Kinshasa,Ngaliema,current,2/1/2021,7/31/2021,3,152163,0.15
2/1/2021,COD,105000000,Kinshasa,Ngaliema,current,2/1/2021,7/31/2021,4,50721,0.05
2/1/2021,COD,105000000,Kinshasa,Ngaliema,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Ngaliema,projected,8/1/2021,12/31/2021,all,1014419,1
2/1/2021,COD,105000000,Kinshasa,Ngaliema,projected,8/1/2021,12/31/2021,3+,202884,0.2
2/1/2021,COD,105000000,Kinshasa,Ngaliema,projected,8/1/2021,12/31/2021,1,405768,0.4
2/1/2021,COD,105000000,Kinshasa,Ngaliema,projected,8/1/2021,12/31/2021,2,405768,0.4
2/1/2021,COD,105000000,Kinshasa,Ngaliema,projected,8/1/2021,12/31/2021,3,152163,0.15
2/1/2021,COD,105000000,Kinshasa,Ngaliema,projected,8/1/2021,12/31/2021,4,50721,0.05
2/1/2021,COD,105000000,Kinshasa,Ngaliema,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Ngaba,current,2/1/2021,7/31/2021,all,237938,1
2/1/2021,COD,105000000,Kinshasa,Ngaba,current,2/1/2021,7/31/2021,3+,47588,0.2
2/1/2021,COD,105000000,Kinshasa,Ngaba,current,2/1/2021,7/31/2021,1,71381,0.3
2/1/2021,COD,105000000,Kinshasa,Ngaba,current,2/1/2021,7/31/2021,2,118969,0.5
2/1/2021,COD,105000000,Kinshasa,Ngaba,current,2/1/2021,7/31/2021,3,35691,0.15
2/1/2021,COD,105000000,Kinshasa,Ngaba,current,2/1/2021,7/31/2021,4,11897,0.05
2/1/2021,COD,105000000,Kinshasa,Ngaba,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Ngaba,projected,8/1/2021,12/31/2021,all,237938,1
2/1/2021,COD,105000000,Kinshasa,Ngaba,projected,8/1/2021,12/31/2021,3+,47588,0.2
2/1/2021,COD,105000000,Kinshasa,Ngaba,projected,8/1/2021,12/31/2021,1,59485,0.25
2/1/2021,COD,105000000,Kinshasa,Ngaba,projected,8/1/2021,12/31/2021,2,130866,0.55
2/1/2021,COD,105000000,Kinshasa,Ngaba,projected,8/1/2021,12/31/2021,3,35691,0.15
2/1/2021,COD,105000000,Kinshasa,Ngaba,projected,8/1/2021,12/31/2021,4,11897,0.05
2/1/2021,COD,105000000,Kinshasa,Ngaba,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,current,2/1/2021,7/31/2021,all,1288043,1
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,current,2/1/2021,7/31/2021,3+,257608,0.2
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,current,2/1/2021,7/31/2021,1,644022,0.5
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,current,2/1/2021,7/31/2021,2,386413,0.3
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,current,2/1/2021,7/31/2021,3,193206,0.15
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,current,2/1/2021,7/31/2021,4,64402,0.05
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,projected,8/1/2021,12/31/2021,all,1288043,1
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,projected,8/1/2021,12/31/2021,3+,193206,0.15
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,projected,8/1/2021,12/31/2021,1,772826,0.6
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,projected,8/1/2021,12/31/2021,2,322011,0.25
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,projected,8/1/2021,12/31/2021,3,128804,0.1
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,projected,8/1/2021,12/31/2021,4,64402,0.05
2/1/2021,COD,105000000,Kinshasa,Kimbanseke,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Kinshasa,current,2/1/2021,7/31/2021,all,218869,1
2/1/2021,COD,105000000,Kinshasa,Kinshasa,current,2/1/2021,7/31/2021,3+,21887,0.1
2/1/2021,COD,105000000,Kinshasa,Kinshasa,current,2/1/2021,7/31/2021,1,120378,0.55
2/1/2021,COD,105000000,Kinshasa,Kinshasa,current,2/1/2021,7/31/2021,2,76604,0.35
2/1/2021,COD,105000000,Kinshasa,Kinshasa,current,2/1/2021,7/31/2021,3,21887,0.1
2/1/2021,COD,105000000,Kinshasa,Kinshasa,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Kinshasa,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Kinshasa,projected,8/1/2021,12/31/2021,all,218869,1
2/1/2021,COD,105000000,Kinshasa,Kinshasa,projected,8/1/2021,12/31/2021,3+,10943,0.05
2/1/2021,COD,105000000,Kinshasa,Kinshasa,projected,8/1/2021,12/31/2021,1,131321,0.6
2/1/2021,COD,105000000,Kinshasa,Kinshasa,projected,8/1/2021,12/31/2021,2,76604,0.35
2/1/2021,COD,105000000,Kinshasa,Kinshasa,projected,8/1/2021,12/31/2021,3,10943,0.05
2/1/2021,COD,105000000,Kinshasa,Kinshasa,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Kinshasa,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Makala,current,2/1/2021,7/31/2021,all,402168,1
2/1/2021,COD,105000000,Kinshasa,Makala,current,2/1/2021,7/31/2021,3+,60325,0.15
2/1/2021,COD,105000000,Kinshasa,Makala,current,2/1/2021,7/31/2021,1,140759,0.35
2/1/2021,COD,105000000,Kinshasa,Makala,current,2/1/2021,7/31/2021,2,201084,0.5
2/1/2021,COD,105000000,Kinshasa,Makala,current,2/1/2021,7/31/2021,3,60325,0.15
2/1/2021,COD,105000000,Kinshasa,Makala,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Makala,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Makala,projected,8/1/2021,12/31/2021,all,402168,1
2/1/2021,COD,105000000,Kinshasa,Makala,projected,8/1/2021,12/31/2021,3+,40217,0.1
2/1/2021,COD,105000000,Kinshasa,Makala,projected,8/1/2021,12/31/2021,1,120650,0.3
2/1/2021,COD,105000000,Kinshasa,Makala,projected,8/1/2021,12/31/2021,2,241301,0.6
2/1/2021,COD,105000000,Kinshasa,Makala,projected,8/1/2021,12/31/2021,3,40217,0.1
2/1/2021,COD,105000000,Kinshasa,Makala,projected,8/1/2021,12/31/2021,4,0,0
2/1/2021,COD,105000000,Kinshasa,Makala,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Matete,current,2/1/2021,7/31/2021,all,377100,1
2/1/2021,COD,105000000,Kinshasa,Matete,current,2/1/2021,7/31/2021,3+,94275,0.25
2/1/2021,COD,105000000,Kinshasa,Matete,current,2/1/2021,7/31/2021,1,113130,0.3
2/1/2021,COD,105000000,Kinshasa,Matete,current,2/1/2021,7/31/2021,2,169695,0.45
2/1/2021,COD,105000000,Kinshasa,Matete,current,2/1/2021,7/31/2021,3,75420,0.2
2/1/2021,COD,105000000,Kinshasa,Matete,current,2/1/2021,7/31/2021,4,18855,0.05
2/1/2021,COD,105000000,Kinshasa,Matete,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Matete,projected,8/1/2021,12/31/2021,all,377100,1
2/1/2021,COD,105000000,Kinshasa,Matete,projected,8/1/2021,12/31/2021,3+,94275,0.25
2/1/2021,COD,105000000,Kinshasa,Matete,projected,8/1/2021,12/31/2021,1,131985,0.35
2/1/2021,COD,105000000,Kinshasa,Matete,projected,8/1/2021,12/31/2021,2,150840,0.4
2/1/2021,COD,105000000,Kinshasa,Matete,projected,8/1/2021,12/31/2021,3,75420,0.2
2/1/2021,COD,105000000,Kinshasa,Matete,projected,8/1/2021,12/31/2021,4,18855,0.05
2/1/2021,COD,105000000,Kinshasa,Matete,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,current,2/1/2021,7/31/2021,all,212153,1
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,current,2/1/2021,7/31/2021,3+,31823,0.15
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,current,2/1/2021,7/31/2021,1,74254,0.35
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,current,2/1/2021,7/31/2021,2,106077,0.5
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,current,2/1/2021,7/31/2021,3,21215,0.1
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,current,2/1/2021,7/31/2021,4,10608,0.05
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,projected,8/1/2021,12/31/2021,all,212153,1
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,projected,8/1/2021,12/31/2021,3+,21216,0.1
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,projected,8/1/2021,12/31/2021,1,74254,0.35
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,projected,8/1/2021,12/31/2021,2,116684,0.55
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,projected,8/1/2021,12/31/2021,3,10608,0.05
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,projected,8/1/2021,12/31/2021,4,10608,0.05
2/1/2021,COD,105000000,Kinshasa,Ngiri-ngiri,projected,8/1/2021,12/31/2021,5,0,0
2/1/2021,COD,105000000,Nord-Ubangi,Ville de Gbadolite,current,2/1/2021,7/31/2021,all,163616,1
2/1/2021,COD,105000000,Nord-Ubangi,Ville de Gbadolite,current,2/1/2021,7/31/2021,3+,8181,0.05
2/1/2021,COD,105000000,Nord-Ubangi,Ville de Gbadolite,current,2/1/2021,7/31/2021,1,73627,0.45
2/1/2021,COD,105000000,Nord-Ubangi,Ville de Gbadolite,current,2/1/2021,7/31/2021,2,81808,0.5
2/1/2021,COD,105000000,Nord-Ubangi,Ville de Gbadolite,current,2/1/2021,7/31/2021,3,8181,0.05
2/1/2021,COD,105000000,Nord-Ubangi,Ville de Gbadolite,current,2/1/2021,7/31/2021,4,0,0
2/1/2021,COD,105000000,Nord-Ubangi,Ville de Gbadolite,current,2/1/2021,7/31/2021,5,0,0
2/1/2021,COD,105000000,Nord-Ubangi,Ville de Gbadolite,projected,8/1/2021,12/31/2021,all,163616,1
2/1/2021,COD,105000000,Nord-Ubangi,Ville de Gbadolite,projected,8/1/2021,12/31/2021,3+,24543,0.15
2/1/2021,COD,105000000,Nord-Ubangi,Ville de Gbadolite,projected,8/1/2021,12/31/2021,1,65446,0.4
2/1/2021,COD,105000000,Nord-Ubangi,Ville de Gbadolite,projected,8/1/2021,12/31/2021,2,73627,0.45
2/1/2021,COD,105000000,Nord-Ubangi,Ville de Gbadolite,projected,8/1/2021,12/31/2021,3,16362,0.1
